iter	Logloss
177	0.2619434895
178	0.2619228387
179	0.261904726
180	0.261871409
181	0.2618520152
182	0.2618321272
183	0.2618114599
184	0.2617943351
185	0.2617770071
186	0.2617523811
187	0.2617387185
188	0.2617168783
189	0.2616916301
190	0.2616752279
191	0.2616604257
192	0.2616286694
193	0.2616139642
194	0.261604959
195	0.261594043
196	0.2615723043
197	0.2615569493
198	0.2615389737
199	0.2615250654
200	0.261506042
201	0.2614889712
202	0.2614560453
203	0.2614379156
204	0.2614064286
205	0.2613893629
206	0.261381983
207	0.2613615311
208	0.2613414891
209	0.2613178711
210	0.2612960156
211	0.2612793838
212	0.2612554417
213	0.2612257259
214	0.2612059776
215	0.2611910059
216	0.2611783892
217	0.2611593413
218	0.2611384641
219	0.261125166
220	0.2611024991
221	0.2610839408
222	0.2610674239
223	0.2610444843
224	0.2610191773
225	0.2609997091
226	0.260978697
227	0.2609727457
228	0.2609473306
229	0.260929751
230	0.260911893
231	0.2608850225
232	0.2608716044
233	0.2608519284
234	0.2608359801
235	0.2608171899
236	0.2608005307
237	0.2607846836
238	0.2607558414
239	0.2607410979
240	0.2607250789
241	0.2607070257
242	0.2606912923
243	0.2606776586
244	0.26065838
245	0.2606462893
246	0.2606323353
247	0.2606130435
248	0.260598185
249	0.260581091
250	0.260559679
251	0.2605308153
252	0.2605110942
253	0.2604892013
254	0.2604741117
255	0.2604619402
256	0.2604366174
257	0.2604166077
258	0.26040363
259	0.2603881743
260	0.2603798693
261	0.2603604971
262	0.2603471631
263	0.2603296602
264	0.2603061506
265	0.260287615
266	0.2602683223
267	0.2602507028
268	0.2602314124
269	0.2602068755
270	0.2601841818
271	0.2601652406
272	0.26014349
273	0.2601206475
274	0.2601094528
275	0.2600928978
276	0.260069711
277	0.2600495698
278	0.2600342105
279	0.2600086058
280	0.2599866002
281	0.2599678963
282	0.2599504947
283	0.2599313597
284	0.259915274
285	0.2598943425
286	0.2598882456
287	0.2598735963
288	0.2598568876
289	0.2598323952
290	0.2598122006
291	0.2597892779
292	0.2597732198
293	0.2597479838
294	0.2597351992
295	0.259722782
296	0.2597081823
297	0.2596930547
298	0.2596711332
299	0.2596518988
300	0.2596353302
301	0.2596146821
302	0.2595981433
303	0.2595831401
304	0.2595530705
305	0.25953761
306	0.2595226204
307	0.2595088094
308	0.2594866044
309	0.2594715887
310	0.2594556872
311	0.2594402461
312	0.2594194773
313	0.2594062537
314	0.2593850594
315	0.259365175
316	0.2593490523
317	0.2593339001
318	0.2593146034
319	0.2593027781
320	0.2592880715
321	0.2592764045
322	0.2592612716
323	0.2592482912
324	0.2592241098
325	0.2592168001
326	0.2592031377
327	0.2591847279
328	0.2591710821
329	0.2591601042
330	0.2591475804
331	0.2591302908
332	0.2591142455
333	0.2590965949
334	0.2590774765
335	0.2590652923
336	0.2590422791
337	0.2590182784
338	0.2590087678
339	0.2589949938
340	0.2589778967
341	0.2589632796
342	0.2589452021
343	0.2589337406
344	0.2589170281
345	0.2589082708
346	0.258889879
347	0.2588789838
348	0.2588698038
349	0.2588600373
350	0.2588453897
351	0.2588245069
352	0.258803883
353	0.2587890911
354	0.2587732826
355	0.2587578691
356	0.2587459393
357	0.258732214
358	0.258717451
359	0.2587018574
360	0.2586840373
361	0.2586780158
362	0.2586617041
363	0.2586447311
364	0.2586284312
365	0.258613729
366	0.2586067096
367	0.2585936704
368	0.2585821362
369	0.2585631832
370	0.2585417263
371	0.2585256679
372	0.2585213054
373	0.2585103587
374	0.2584956906
375	0.2584804532
376	0.2584670601
377	0.2584529925
378	0.2584419827
379	0.2584280381
380	0.2584168468
381	0.2583995828
382	0.2583903579
383	0.2583700044
384	0.2583582606
385	0.2583369539
386	0.2583200586
387	0.258295938
388	0.2582785847
389	0.2582644324
390	0.2582505142
391	0.2582413781
392	0.2582274437
393	0.2582148111
394	0.2581896159
395	0.2581781548
396	0.2581662196
397	0.2581524832
398	0.2581345234
399	0.2581279664
400	0.2581136325
401	0.2580991614
402	0.2580823243
403	0.2580618199
404	0.2580503853
405	0.258034638
406	0.2580237673
407	0.2580079364
408	0.2579934265
409	0.2579767847
410	0.2579589947
411	0.2579481557
412	0.2579424592
413	0.2579242738
414	0.2579121775
415	0.257896462
416	0.2578835825
417	0.2578679133
418	0.2578493913
419	0.2578317867
420	0.2578059372
421	0.2577937598
422	0.2577766143
423	0.2577691881
424	0.2577606616
425	0.2577467827
426	0.2577302963
427	0.2577105399
428	0.2576997569
429	0.2576853751
430	0.2576775771
431	0.257660815
432	0.2576458344
433	0.2576319535
434	0.2576226009
435	0.2576057791
436	0.2575882296
437	0.2575702916
438	0.2575609838
439	0.257550297
440	0.2575395348
441	0.2575349257
442	0.2575178674
443	0.2575070249
444	0.257496205
445	0.257482966
446	0.2574704914
447	0.2574519374
448	0.257438927
449	0.2574212064
450	0.2574069928
451	0.2573907343
452	0.2573738286
453	0.2573566418
454	0.2573370405
455	0.2573221116
456	0.2573108206
457	0.2572953405
458	0.2572833194
459	0.2572662263
460	0.2572580102
461	0.2572457202
462	0.2572334414
463	0.2572108293
464	0.2571985438
465	0.2571794452
466	0.2571654032
467	0.2571546844
468	0.2571380193
469	0.2571222159
470	0.2571049739
471	0.2570951933
472	0.2570801791
473	0.2570624759
474	0.2570472249
475	0.257028187
476	0.257017404
477	0.2570012818
478	0.2569886026
479	0.2569711567
480	0.2569520421
481	0.2569393605
482	0.256922764
483	0.2569064468
484	0.2568981735
485	0.2568893076
486	0.2568816347
487	0.2568631733
488	0.2568520781
489	0.2568433482
490	0.2568346022
491	0.2568208945
492	0.2568057186
493	0.2567876263
494	0.2567661648
495	0.2567551378
496	0.2567331024
497	0.2567185433
498	0.2567023551
499	0.2566904783
500	0.2566749032
501	0.2566589279
502	0.2566433641
503	0.2566339261
504	0.2566261859
505	0.2566163581
506	0.2565963694
507	0.2565862165
508	0.2565826611
509	0.2565666748
510	0.2565517465
511	0.2565347375
512	0.2565173453
513	0.2564974584
514	0.2564822319
515	0.2564708983
516	0.2564572224
517	0.2564460919
518	0.2564328697
519	0.2564121863
520	0.2563989243
521	0.2563771128
522	0.2563646848
523	0.2563422012
524	0.2563218711
525	0.2563083084
526	0.2562935532
527	0.2562800378
528	0.2562696247
529	0.2562506164
530	0.2562393289
531	0.2562302707
532	0.2562176019
533	0.2562039021
534	0.256191875
535	0.2561771795
536	0.2561676268
537	0.2561523279
538	0.256141508
539	0.2561331782
540	0.2561222397
541	0.2561080965
542	0.2560927271
543	0.2560857877
544	0.2560722882
545	0.2560603327
546	0.2560449101
547	0.2560322822
548	0.2560184256
549	0.2560061998
550	0.2559957409
551	0.2559806213
552	0.2559721108
553	0.2559663999
554	0.2559519352
555	0.2559398981
556	0.2559225775
557	0.2559089169
558	0.255894178
559	0.2558826781
560	0.2558660415
561	0.2558500871
562	0.255835933
563	0.2558203808
564	0.2558043041
565	0.2557933645
566	0.2557747359
567	0.2557621251
568	0.2557515771
569	0.2557334668
570	0.2557166202
571	0.2557015867
572	0.2556803217
573	0.2556663387
574	0.2556497981
575	0.2556375881
576	0.255625761
577	0.2556112513
578	0.2556047887
579	0.2555900528
580	0.255573811
581	0.2555613005
582	0.2555440888
583	0.2555286114
584	0.2555192403
585	0.2555075016
586	0.2554993609
587	0.2554832353
588	0.2554732787
589	0.2554600277
590	0.2554425015
591	0.2554254031
592	0.2554144039
593	0.2553982945
594	0.2553896832
595	0.2553775268
596	0.2553625316
597	0.2553538387
598	0.2553405382
599	0.2553333764
600	0.2553198036
601	0.2553070506
602	0.2552999205
603	0.2552803969
604	0.2552702867
605	0.255255603
606	0.2552394768
607	0.2552196008
608	0.255210881
609	0.255199202
610	0.2551836274
611	0.2551673262
612	0.255153914
613	0.255141928
614	0.2551308969
615	0.2551186995
616	0.2551006839
617	0.2550801424
618	0.2550649442
619	0.2550479219
620	0.2550329529
621	0.2550174563
622	0.255006299
623	0.25499546
624	0.2549905033
625	0.2549705217
626	0.2549526988
627	0.2549401701
628	0.2549269899
629	0.2549124512
630	0.2548960005
631	0.2548866957
632	0.2548751746
633	0.2548634087
634	0.2548489163
635	0.2548416844
636	0.2548274157
637	0.2548104998
638	0.2548000278
639	0.2547905662
640	0.2547764543
641	0.2547618085
642	0.2547458318
643	0.2547342829
644	0.2547250294
645	0.2547157856
646	0.2547057746
647	0.2546940612
648	0.2546870545
649	0.2546733532
650	0.2546640212
651	0.2546472325
652	0.2546325931
653	0.254618543
654	0.2546087105
655	0.2545979914
656	0.2545747662
657	0.2545583063
658	0.2545428743
659	0.2545286048
660	0.2545080814
661	0.2544966602
662	0.2544839663
663	0.2544710056
664	0.2544554265
665	0.2544471863
666	0.2544301061
667	0.2544183767
668	0.2544066882
669	0.2543992283
670	0.2543884212
671	0.2543738724
672	0.254367963
673	0.2543639255
674	0.2543534377
675	0.2543408055
676	0.2543272661
677	0.2543165581
678	0.2543061261
679	0.2542914355
680	0.254277203
681	0.2542596821
682	0.2542485707
683	0.2542348857
684	0.2542221981
685	0.2542066297
686	0.2541939294
687	0.2541804567
688	0.2541656701
689	0.2541505197
690	0.2541331614
691	0.2541290313
692	0.2541206763
693	0.2541103671
694	0.2541001978
695	0.2540820098
696	0.2540693334
697	0.2540581215
698	0.254045253
699	0.2540328751
700	0.2540208862
701	0.254005446
702	0.2539888981
703	0.2539741896
704	0.2539636645
705	0.2539539801
706	0.2539434039
707	0.253929974
708	0.2539186161
709	0.2539066911
710	0.2538927781
711	0.253882255
712	0.2538664003
713	0.2538528803
714	0.2538351166
715	0.2538230581
716	0.253813558
717	0.2538005943
718	0.2537915892
719	0.2537803545
720	0.2537714728
721	0.2537595224
722	0.2537471747
723	0.2537337619
724	0.2537216849
725	0.2537150914
726	0.2536973624
727	0.2536878744
728	0.2536785891
729	0.2536662045
730	0.2536560283
731	0.2536456874
732	0.2536295816
733	0.2536186794
734	0.253598807
735	0.2535824539
736	0.2535683382
737	0.253560571
738	0.2535404681
739	0.2535226869
740	0.2535045769
741	0.2534875067
742	0.2534725325
743	0.2534567127
744	0.2534479684
745	0.253439315
746	0.2534283238
747	0.2534168922
748	0.2534032991
749	0.2533913819
750	0.2533773992
751	0.2533624103
752	0.2533464655
753	0.2533280601
754	0.2533170303
755	0.2533082443
756	0.2532979973
757	0.2532851739
758	0.2532714953
759	0.2532576225
760	0.2532411919
761	0.2532289683
762	0.2532151536
763	0.2532073974
764	0.2531939383
765	0.253177364
766	0.2531647393
767	0.2531516902
768	0.2531351944
769	0.2531235642
770	0.2531092002
771	0.2530942965
772	0.2530797948
773	0.2530724813
774	0.2530617067
775	0.2530488287
776	0.2530367945
777	0.2530299528
778	0.2530164732
779	0.2530051331
780	0.2530015555
781	0.2529866445
782	0.252977533
783	0.2529641879
784	0.2529495534
785	0.2529382819
786	0.2529238116
787	0.2529154757
788	0.2529071656
789	0.2528923131
790	0.2528783907
791	0.2528637906
792	0.2528481326
793	0.2528339481
794	0.2528221498
795	0.2528086258
796	0.252790856
797	0.252780491
798	0.2527679514
799	0.2527583341
800	0.2527466671
801	0.2527318953
802	0.2527155645
803	0.2527076899
804	0.2526977176
805	0.2526834824
806	0.2526723714
807	0.2526593188
808	0.2526484255
809	0.252628088
810	0.2526154906
811	0.2526035597
812	0.25258697
813	0.2525722398
814	0.2525578164
815	0.2525436767
816	0.2525328647
817	0.2525192716
818	0.2525112498
819	0.2524970631
820	0.2524846438
821	0.2524709525
822	0.2524581692
823	0.2524480811
824	0.2524369414
825	0.25242579
826	0.2524144539
827	0.2524013901
828	0.2523896061
829	0.2523759214
830	0.2523656769
831	0.2523499948
832	0.2523393125
833	0.2523287564
834	0.2523169262
835	0.2523015641
836	0.252289369
837	0.2522775711
838	0.2522711044
839	0.2522580304
840	0.2522421373
841	0.2522334804
842	0.2522200533
843	0.2522100085
844	0.2521970876
845	0.25217872
846	0.2521693009
847	0.252161731
848	0.2521501071
849	0.2521403682
850	0.2521292633
851	0.2521199851
852	0.252109362
853	0.2520980462
854	0.2520859851
855	0.2520724342
856	0.2520597534
857	0.2520489294
858	0.2520444581
859	0.2520361655
860	0.2520278213
861	0.2520111542
862	0.2520028664
863	0.2519936609
864	0.2519855701
865	0.2519771331
866	0.2519680415
867	0.2519600289
868	0.2519524612
869	0.2519459573
870	0.251933422
871	0.2519146573
872	0.251904512
873	0.2518957715
874	0.2518858944
875	0.251873351
876	0.2518612942
877	0.2518457597
878	0.2518328036
879	0.251818417
880	0.2518056766
881	0.2517945381
882	0.2517809797
883	0.2517716811
884	0.2517543123
885	0.2517368002
886	0.2517210072
887	0.2517061465
888	0.2516982063
889	0.2516933681
890	0.2516822505
891	0.2516742715
892	0.2516652725
893	0.2516517065
894	0.2516400956
895	0.2516297977
896	0.251617335
897	0.2516036647
898	0.2515953957
899	0.251585183
900	0.251573886
901	0.2515610575
902	0.2515543379
903	0.2515455537
904	0.251533584
905	0.2515241383
906	0.2515126238
907	0.2515036715
908	0.2514966695
909	0.251484421
910	0.2514742152
911	0.2514602506
912	0.2514526047
913	0.2514455373
914	0.2514328153
915	0.251423549
916	0.2514076522
917	0.2513968614
918	0.2513845894
919	0.2513677652
920	0.2513556097
921	0.2513419086
922	0.2513270029
923	0.2513152576
924	0.2513068212
925	0.2513008652
926	0.2512885749
927	0.2512736412
928	0.2512557459
929	0.2512445766
930	0.2512317357
931	0.2512195334
932	0.2512045192
933	0.2511925576
934	0.2511777955
935	0.2511721165
936	0.2511646007
937	0.2511545616
938	0.251147704
939	0.2511382325
940	0.2511278726
941	0.2511132826
942	0.2511000028
943	0.2510813355
944	0.251065474
945	0.2510506552
946	0.2510350115
947	0.2510238269
948	0.2510114442
949	0.2510058789
950	0.250999838
951	0.2509901039
952	0.2509796149
953	0.2509651972
954	0.250955005
955	0.2509449859
956	0.2509308207
957	0.2509228761
958	0.2509101986
959	0.2509004062
960	0.250887717
961	0.2508773522
962	0.250864559
963	0.2508559988
964	0.2508412167
965	0.2508310841
966	0.2508196959
967	0.2508086281
968	0.2507971485
969	0.2507846073
970	0.2507744057
971	0.2507609725
972	0.2507478435
973	0.2507364577
974	0.250726176
975	0.2507133644
976	0.2506981181
977	0.2506839332
978	0.2506660807
979	0.2506568527
980	0.2506421333
981	0.2506352711
982	0.2506257011
983	0.2506134653
984	0.2506011819
985	0.2505879834
986	0.2505749237
987	0.2505669577
988	0.2505577994
989	0.2505521749
990	0.2505419533
991	0.2505245817
992	0.2505125736
993	0.2505003486
994	0.2504830859
995	0.250474944
996	0.2504685591
997	0.250458233
998	0.2504500629
999	0.2504352216
